col_1,col_2
59718,3728
59719,1595
59720,4213
59721,6397
59722,2277
59723,9022
59724,9109
59725,1765
59726,8686
59727,4328
59728,5745
59729,2755
59730,1956
59731,9455
59732,4230
59733,5273
59734,2301
59735,2001
59736,5144
59737,3921
59738,6385
59739,8167
59740,1849
59741,2145
59742,4353
59743,5812
59744,4565
59745,1740
59746,4415
59747,7729
59748,6721
59749,3534
59750,4549
59751,641
59752,161
59753,5050
59754,1039
59755,4418
59756,5343
59757,6393
59758,4434
59759,7125
59760,5305
59761,7681
59762,759
59763,7355
59764,3248
59765,4504
59766,7062
59767,9909
59768,1176
59769,5841
59770,9625
59771,6080
59772,3231
59773,6132
59774,3606
59775,1242
59776,3122
59777,2843
59778,2312
59779,7673
59780,1049
59781,6511
59782,5656
59783,8561
59784,4383
59785,1174
59786,7931
59787,1521
59788,3536
59789,3585
59790,8246
59791,6583
59792,9193
59793,4842
59794,6881
59795,5398
59796,4878
59797,4437
59798,3187
59799,7491
59800,4734
59801,6076
59802,4407
59803,7684
59804,4145
59805,1549
59806,9286
59807,880
59808,6043
59809,6100
59810,7851
59811,4216
59812,243
59813,479
59814,5197
59815,3239
59816,4517
59817,2380
59818,584
59819,1134
59820,9883
59821,2076
59822,2504
59823,4334
59824,7416
59825,6273
59826,3734
59827,5072
59828,4596
59829,9379
59830,755
59831,9860
59832,7131
59833,4457
59834,8269
59835,8088
59836,8169
59837,2040
59838,2859
59839,5307
59840,8802
59841,9318
59842,9899
59843,1209
59844,242
59845,812
59846,3183
59847,106
59848,4943
59849,6454
59850,4712
59851,6718
59852,9368
59853,5105
59854,4558
59855,3965
59856,8400
59857,589
59858,6516
59859,4640
59860,9383
59861,5972
59862,6257
59863,3613
59864,5642
59865,8177
59866,1906
59867,5520
59868,8313
59869,8429
59870,377
59871,5219
59872,7229
59873,5899
59874,752
59875,5545
59876,4167
59877,8901
59878,9055
59879,9724
59880,4118
59881,8215
59882,6441
59883,8814
59884,1812
59885,3361
59886,8970
59887,4659
59888,8066
59889,5524
59890,6876
59891,3652
59892,4373
59893,2917
59894,4452
59895,5607
59896,5610
59897,4463
59898,2306
59899,5342
59900,5008
59901,4003
59902,7435
59903,2413
59904,8880
59905,641
59906,2754
59907,7211
59908,9071
59909,2788
59910,3392
59911,1566
59912,1967
59913,2449
59914,3785
59915,1343
59916,2807
59917,8135
59918,5639
59919,9299
59920,1497
59921,1657
59922,294
59923,2058
59924,5596
59925,41
59926,8090
59927,9657
59928,6560
59929,164
59930,4076
59931,8601
59932,8253
59933,8059
59934,9753
59935,554
59936,4440
59937,3157
59938,9474
59939,6265
59940,4212
59941,656
59942,6928
59943,7686
59944,550
59945,4457
59946,1560
59947,1103
59948,4745
59949,1156
59950,8614
59951,4667
59952,4654
59953,4343
59954,8331
59955,6361
59956,3493
59957,2443
59958,9889
59959,5252
59960,2720
59961,8357
59962,6642
59963,62
59964,3883
59965,7098
59966,7023
59967,1268
59968,8609
59969,4970
59970,4892
59971,4595
59972,6443
59973,5594
59974,1818
59975,6600
59976,5804
59977,4668
59978,2916
59979,5842
59980,6756
59981,9136
59982,9752
59983,3027
59984,9906
59985,2014
59986,319
59987,7397
59988,14
59989,5641
59990,4328
59991,8550
59992,4469
59993,9961
59994,585
59995,4136
59996,5679
59997,9142
59998,2128
59999,538
60000,6327
60001,689
60002,3351
60003,3528
60004,7308
60005,7075
60006,9785
60007,7828
60008,1853
60009,6926
60010,3426
60011,4321
60012,4434
60013,8985
60014,7072
60015,4398
60016,1483
60017,2427
60018,5178
60019,1419
60020,7849
60021,4508
60022,9637
60023,5121
60024,7511
60025,9028
60026,9161
60027,4460
60028,4657
60029,2180
60030,2561
60031,7360
60032,5644
60033,6430
60034,2243
60035,5414
60036,1728
60037,8494
60038,6386
60039,2763
60040,6527
60041,8649
60042,461
60043,3037
60044,5322
60045,1190
60046,5052
60047,5500
60048,2701
60049,2717
60050,92
60051,1164
60052,9245
60053,3599
60054,8404
60055,3657
60056,4767
60057,5571
60058,3279
60059,2417
60060,1932
60061,1854
60062,6853
60063,5444
60064,6779
60065,7977
60066,9633
60067,6165
60068,9037
60069,397
60070,9867
60071,5698
60072,4599
60073,2713
60074,1009
60075,1200
60076,9448
60077,7525
60078,1695
60079,3239
60080,5049
60081,6671
60082,9185
60083,3437
60084,6538
60085,8198
60086,8688
60087,5196
60088,7593
60089,736
60090,4633
60091,3793
60092,7710
60093,4469
60094,929
60095,5194
60096,59
60097,6168
60098,6054
60099,894
60100,6187
60101,8408
60102,8575
60103,2522
60104,2187
60105,5795
60106,1981
60107,8694
60108,1453
60109,2851
60110,2506
60111,6950
60112,4224
60113,7641
60114,5500
60115,4031
60116,4980
60117,8622
60118,5730
60119,1948
60120,302
60121,156
60122,4985
60123,2683
60124,3386
60125,2416
60126,7379
60127,724
60128,8622
60129,2593
60130,6575
60131,2396
60132,9128
60133,2041
60134,6105
60135,9265
60136,209
60137,3392
60138,880
60139,3642
60140,9736
60141,7914
60142,7094
60143,1199
60144,9353
60145,8439
60146,448
60147,5435
60148,4547
60149,4612
60150,7051
60151,2609
60152,1637
60153,8622
60154,5174
60155,4926
60156,3898
60157,1277
60158,1770
60159,5906
60160,7587
60161,7611
60162,3451
60163,5145
60164,3194
60165,2636
60166,422
60167,3142
60168,2433
60169,4507
60170,607
60171,5461
60172,9024
60173,6938
60174,7967
60175,2021
60176,8075
60177,8612
60178,3967
60179,3998
60180,8569
60181,1553
60182,556
60183,8085
60184,6647
60185,4806
60186,9696
60187,3024
60188,6541
60189,6703
60190,4886
60191,4971
60192,6824
60193,7059
60194,9133
60195,7492
60196,8568
60197,4741
60198,3792
60199,707
60200,2161
60201,4272
60202,6615
60203,5389
60204,2776
60205,3148
60206,8669
60207,5979
60208,5987
60209,2770
60210,4036
60211,9768
60212,3314
60213,9880
60214,3869
60215,1591
60216,9566
60217,5712
60218,2868
60219,6897
60220,5783
60221,7256
60222,3194
60223,2463
60224,5766
60225,8244
60226,3370
60227,8013
60228,3350
60229,1615
60230,9556
60231,5390
60232,347
60233,1148
60234,4386
60235,3245
60236,9068
60237,2150
60238,3492
60239,8320
60240,2925
60241,5283
60242,9922
60243,3849
60244,3882
60245,6618
60246,4035
60247,9297
60248,1967
60249,5429
60250,6843
60251,5209
60252,7736
60253,6209
60254,9587
60255,9894
60256,4773
60257,1103
60258,145
60259,5382
60260,5243
60261,4677
60262,1271
60263,3657
60264,3945
60265,1467
60266,3732
60267,5728
60268,5309
60269,1883
60270,3904
60271,4030
60272,3755
60273,4329
60274,2027
60275,9729
60276,5002
60277,5225
60278,3259
60279,6450
60280,9788
60281,3206
60282,1335
60283,8615
60284,9143
60285,9417
60286,3819
60287,7148
60288,8846
60289,2301
60290,9290
60291,2361
60292,4450
60293,3343
60294,2513
60295,3182
60296,9149
60297,1611
60298,7924
60299,2714
60300,3134
60301,9757
60302,4401
60303,6059
60304,2961
60305,6408
60306,8048
60307,6434
60308,4806
60309,6062
60310,5540
60311,5162
60312,7956
60313,1115
60314,1992
60315,7662
60316,6312
60317,4523
60318,7964
60319,8880
60320,7283
60321,4375
60322,2526
60323,8897
60324,9922
60325,3017
60326,7117
60327,1452
60328,7319
60329,4079
60330,6379
60331,517
60332,4159
60333,3527
60334,146
60335,2683
60336,9715
60337,3060
60338,8421
60339,2354
60340,5901
60341,1728
60342,8854
60343,6388
60344,6415
60345,927
60346,7650
60347,8722
60348,7652
60349,4501
60350,3908
60351,2027
60352,2329
60353,6775
60354,3943
60355,8417
60356,4089
60357,5139
60358,6970
60359,6780
60360,6800
60361,3355
60362,4444
60363,9863
60364,8673
60365,5162
60366,5519
60367,5880
60368,2926
60369,6534
60370,6937
60371,3050
60372,883
60373,8003
60374,5315
60375,2275
60376,5308
60377,1720
60378,1818
60379,3413
60380,2314
60381,7799
60382,464
60383,8853
60384,2836
60385,9880
60386,3187
60387,4503
60388,1279
60389,3752
60390,1800
60391,8645
60392,7683
60393,5588
60394,6467
60395,7811
60396,6369
60397,7599
60398,2028
60399,6624
60400,574
60401,7299
60402,8618
60403,5712
60404,5169
60405,6907
60406,6616
60407,3756
60408,7080
60409,8347
60410,5808
60411,4198
60412,3668
60413,4737
60414,5828
60415,1895
60416,6997
60417,3873
60418,9418
60419,6320
60420,1589
60421,895
60422,7516
60423,5982
60424,4296
60425,1911
60426,4658
60427,7078
60428,7178
60429,121
60430,4033
60431,9855
60432,5982
60433,4121
60434,6053
60435,5597
60436,8715
60437,6583
60438,8142
60439,2961
60440,8657
60441,6888
60442,8953
60443,639
60444,3820
60445,7449
60446,2982
60447,5367
60448,4437
60449,534
60450,1433
60451,2173
60452,6941
60453,9234
60454,5900
60455,7617
60456,1933
60457,4934
60458,5004
60459,461
60460,4570
60461,533
60462,1084
60463,2297
60464,6911
60465,6975
60466,7154
60467,7501
60468,7916
60469,2052
60470,9142
60471,8254
60472,6130
60473,5224
60474,3749
60475,3546
60476,3738
60477,3751
60478,4032
60479,7178
60480,3448
60481,3486
60482,3880
60483,6735
60484,6717
60485,3783
60486,5107
60487,9618
60488,939
60489,7110
60490,1547
60491,1239
60492,7280
60493,9318
60494,7853
60495,458
60496,5641
60497,1953
60498,3168
60499,557
60500,2255
60501,2351
60502,1914
60503,30
60504,959
60505,6627
60506,4428
60507,998
60508,6659
60509,997
60510,6781
60511,9848
60512,5432
60513,3489
60514,9029
60515,634
60516,3475
60517,9911
60518,2166
60519,822
60520,6915
60521,8718
60522,512
60523,8268
60524,5017
60525,6825
60526,2565
60527,6541
60528,6920
60529,3693
60530,2438
60531,7735
60532,5266
60533,7252
60534,6495
60535,3578
60536,6158
60537,9232
60538,385
60539,242
60540,1763
60541,4309
60542,5285
60543,7358
60544,6728
60545,4199
60546,471
60547,9122
60548,8437
60549,2067
60550,1519
60551,8110
60552,8881
60553,7916
60554,6196
60555,5760
60556,6664
60557,6446
60558,604
60559,1060
60560,4551
60561,1593
60562,9572
60563,6293
60564,4851
60565,3197
60566,1482
60567,4491
60568,6649
60569,6854
60570,7206
60571,9931
60572,4389
60573,3036
60574,8856
60575,7693
60576,3377
60577,7791
60578,6072
60579,2829
60580,7561
60581,6658
60582,1821
60583,4310
60584,2975
60585,9529
60586,7661
60587,3713
60588,2153
60589,4558
60590,1119
60591,4809
60592,1981
60593,8564
60594,1826
60595,246
60596,5301
60597,6776
60598,6596
60599,7919
60600,6569
60601,2676
60602,8597
60603,3586
60604,7481
60605,5502
60606,6578
60607,7564
60608,6367
60609,5800
60610,1697
60611,1685
60612,1463
60613,9457
60614,8419
60615,2613
60616,9920
60617,6010
60618,8830
60619,981
60620,6809
60621,7477
60622,5017
60623,2923
60624,14
60625,5688
60626,9332
60627,4376
60628,8129
60629,6545
60630,8835
60631,6189
60632,157
60633,3280
60634,5234
60635,65
60636,2025
60637,9320
60638,2275
60639,845
60640,2695
60641,8562
60642,6354
60643,5992
60644,8500
60645,2939
60646,2294
60647,1115
60648,5441
60649,1831
60650,3840
60651,2957
60652,4997
60653,7774
60654,8789
60655,7066
60656,7522
60657,3901
60658,7045
60659,4641
60660,9954
60661,167
60662,3785
60663,7107
60664,3728
60665,9669
60666,6213
60667,236
60668,8869
60669,9376
60670,9439
60671,4197
60672,1120
60673,6538
60674,4429
60675,2685
60676,7130
60677,8292
60678,8514
60679,7198
60680,5011
60681,5011
60682,245
60683,2568
60684,1986
60685,6947
60686,6087
60687,2346
60688,4810
60689,5413
60690,9579
60691,7919
60692,2773
60693,3482
60694,8578
60695,4007
60696,2160
60697,2567
60698,6133
60699,3046
60700,7738
60701,4916
60702,7790
60703,2359
60704,4884
60705,516
60706,9540
60707,3674
60708,763
60709,6549
60710,4396
60711,9062
60712,6073
60713,1469
60714,4909
60715,6823
60716,6593
60717,4566
60718,9659
60719,3286
60720,3306
60721,3380
60722,7060
60723,6001
60724,7403
60725,5486
60726,4124
60727,1628
60728,2451
60729,9507
60730,7161
60731,7385
60732,9545
60733,9713
60734,6489
60735,7993
60736,4727
60737,3212
60738,7591
60739,8577
60740,3336
60741,5055
60742,3017
60743,3708
60744,7314
60745,9348
60746,1958
60747,9399
60748,8490
60749,6667
60750,8824
60751,6108
60752,2108
60753,3835
60754,9133
60755,1626
60756,7576
60757,5337
60758,7934
60759,5535
60760,1970
60761,5715
60762,9711
60763,696
60764,9420
60765,355
60766,9992
60767,3069
60768,9782
60769,8006
60770,68
60771,1116
60772,7755
60773,8303
60774,6377
60775,187
60776,8415
60777,5942
60778,3828
60779,6088
60780,6705
60781,6910
60782,1184
60783,3392
60784,6656
60785,2589
60786,8134
60787,6868
60788,779
60789,225
60790,7871
60791,6894
60792,3080
60793,3919
60794,3993
60795,5204
60796,2698
60797,7067
60798,3825
60799,8593
60800,8202
60801,7632
60802,7699
60803,7593
60804,7468
60805,6020
60806,5099
60807,4153
60808,3323
60809,8946
60810,2706
60811,8138
60812,3287
60813,9437
60814,7073
60815,7775
60816,9825
60817,7948
60818,3805
60819,6143
60820,3338
60821,2430
60822,6032
60823,1083
60824,6162
60825,5742
60826,2077
60827,9640
60828,3744
60829,2873
60830,1460
60831,5318
60832,1262
60833,2610
60834,6897
60835,4200
60836,3053
60837,5781
60838,8451
60839,7797
60840,5652
60841,8693
60842,9164
60843,82
60844,3207
60845,9645
60846,5463
60847,9060
60848,8119
60849,1808
60850,2410
60851,9529
60852,5079
60853,9267
60854,2353
60855,9830
60856,3993
60857,1927
60858,5796
60859,4782
60860,2254
60861,8590
60862,2185
60863,4382
60864,1308
60865,4253
60866,2564
60867,7679
60868,8909
60869,226
60870,4435
60871,7907
60872,8055
60873,3402
60874,1184
60875,9758
60876,6759
60877,8333
60878,1041
60879,7457
60880,963
60881,6467
60882,3886
60883,3326
60884,5303
60885,4187
60886,8876
60887,3148
60888,6882
60889,9364
60890,9470
60891,3110
60892,4180
60893,7328
60894,119
60895,3366
60896,1464
60897,6167
60898,3054
60899,8454
60900,5788
60901,281
60902,5905
60903,6687
60904,5005
60905,9679
60906,7393
60907,5678
60908,4148
60909,4128
60910,8894
60911,7942
60912,8966
60913,5013
60914,1331
60915,8116
60916,2364
60917,2460
60918,7244
60919,6340
60920,227
60921,5393
60922,5362
60923,2543
60924,8275
60925,6149
60926,122
60927,355
60928,28
60929,8348
60930,7914
60931,9053
60932,261
60933,8180
60934,9996
60935,1514
60936,5445
60937,2575
60938,7804
60939,8270
60940,6565
60941,3403
60942,4584
60943,2141
60944,3823
60945,3511
60946,6237
60947,2491
60948,1041
60949,5326
60950,2855
60951,3165
60952,2654
60953,3182
60954,3521
60955,3540
60956,728
60957,7844
60958,8317
60959,8828
60960,5841
60961,9365
60962,2707
60963,8053
60964,1543
60965,2838
60966,499
60967,2386
60968,3122
60969,3533
60970,4098
60971,1846
60972,6380
60973,6509
60974,8852
60975,3644
60976,9655
60977,696
60978,3359
60979,2961
60980,601
60981,1294
60982,851
60983,3731
60984,134
60985,9120
60986,8186
60987,7743
60988,1657
60989,3827
60990,9526
60991,4508
60992,1274
60993,692
60994,326
60995,7575
60996,2727
60997,8254
60998,3683
60999,5071
61000,3498
61001,1861
61002,7570
61003,4166
61004,7398
61005,7693
61006,3648
61007,4876
61008,8522
61009,9111
61010,6290
61011,6254
61012,7941
61013,9506
61014,6510
61015,2
61016,7430
61017,3900
61018,9819
61019,8175
61020,1633
61021,98
61022,2991
61023,5277
61024,5533
61025,6353
61026,1150
61027,7035
61028,2497
61029,7369
61030,7595
61031,930
61032,6587
61033,1156
61034,3
61035,8504
61036,7424
61037,5053
61038,2888
61039,6764
61040,3089
61041,7102
61042,6970
61043,2132
61044,6508
61045,6679
61046,1182
61047,9656
61048,6656
61049,4704
61050,1254
61051,91
61052,2788
61053,3982
61054,9620
61055,6973
61056,6194
61057,7873
61058,329
61059,5030
61060,5451
61061,6603
61062,8324
61063,6028
61064,5787
61065,3936
61066,8649
61067,8704
61068,6414
61069,2484
61070,6736
61071,127
61072,9398
61073,5385
61074,8127
61075,5100
61076,31
61077,80
61078,5261
61079,8868
61080,9388
61081,8378
61082,7530
61083,8580
61084,3960
61085,9641
61086,2777
61087,1942
61088,7535
61089,2558
61090,3277
61091,8378
61092,5112
61093,3401
61094,1852
61095,4229
61096,9619
61097,3102
61098,9017
61099,1845
61100,30
61101,1199
61102,7467
61103,6061
61104,377
61105,7179
61106,5469
61107,6498
61108,3201
61109,2452
61110,3987
61111,7964
61112,1729
61113,2289
61114,9618
61115,5960
61116,597
61117,1688
61118,6297
61119,2075
61120,2033
61121,4584
61122,926
61123,1792
61124,6959
61125,5847
61126,6172
61127,6177
61128,6976
61129,25
61130,6586
61131,4076
61132,4925
61133,6543
61134,592
61135,3766
61136,847
61137,9974
61138,8253
61139,3386
61140,5166
61141,8877
61142,6208
61143,1415
61144,5428
61145,8146
61146,5909
61147,4724
61148,1007
61149,6867
61150,8594
61151,1289
61152,560
61153,3111
61154,5925
61155,2132
61156,9962
61157,4826
61158,7235
61159,5321
61160,9876
61161,8659
61162,1517
61163,6154
61164,5477
61165,3467
61166,9987
61167,4232
61168,5493
61169,439
61170,510
61171,2710
61172,6140
61173,9225
61174,5112
61175,6134
61176,3610
61177,6636
61178,6931
61179,9669
61180,6696
61181,7913
61182,876
61183,6198
61184,9805
61185,8084
61186,4876
61187,2384
61188,9457
61189,6778
61190,257
61191,2301
61192,176
61193,4964
61194,4602
61195,2721
61196,535
61197,9067
61198,3584
61199,4582
61200,4541
61201,987
61202,6255
61203,7920
61204,3582
61205,2980
61206,8197
61207,7478
61208,6170
61209,1619
61210,489
61211,9306
61212,3508
61213,6302
61214,9581
61215,9659
61216,1847
61217,3893
61218,2466
61219,6451
61220,4956
61221,4205
61222,7819
61223,5485
61224,6772
61225,9301
61226,1449
61227,6757
61228,6992
61229,4366
61230,5503
61231,7806
61232,3925
61233,1065
61234,7090
61235,7029
61236,6024
61237,5611
61238,588
61239,4817
61240,6998
61241,3642
61242,4286
61243,4301
61244,1757
61245,534
61246,3262
61247,3714
61248,5229
61249,5135
61250,8391
61251,2829
61252,7910
61253,1317
61254,533
61255,1197
61256,1890
61257,6050
61258,8430
61259,4715
61260,8947
61261,134
61262,7429
61263,9784
61264,150
61265,8305
61266,6133
61267,1008
61268,1839
61269,6053
61270,3275
61271,8366
61272,3346
61273,1759
61274,6665
61275,2371
61276,6265
61277,2933
61278,9055
61279,5869
61280,1511
61281,3198
61282,2419
61283,1899
61284,2000
61285,4560
61286,3175
61287,1310
61288,8097
61289,5417
61290,9251
61291,1529
61292,8867
61293,917
61294,6115
61295,186
61296,584
61297,7790
61298,3996
61299,4566
61300,2829
61301,902
61302,2742
61303,2203
61304,7689
61305,1662
61306,2681
61307,8179
61308,5789
61309,3735
61310,3492
61311,8317
61312,1015
61313,8028
61314,915
61315,1927
61316,6563
61317,3209
61318,8456
61319,8011
61320,4260
61321,2838
61322,7841
61323,8118
61324,1443
61325,3694
61326,3404
61327,572
61328,5583
61329,5751
61330,2706
61331,7939
61332,5918
61333,1582
61334,5667
61335,7169
61336,3457
61337,2751
61338,6034
61339,6564
61340,1930
61341,4534
61342,8325
61343,2882
61344,4129
61345,4773
61346,4875
61347,41
61348,3228
61349,6813
61350,2293
61351,3964
61352,5441
61353,4563
61354,7561
61355,8340
61356,1271
61357,3831
61358,1765
61359,8870
61360,4499
61361,9765
61362,6996
61363,3457
61364,6958
61365,5816
61366,4424
61367,3323
61368,8885
61369,3304
61370,5346
61371,2786
61372,3493
61373,2389
61374,430
61375,7533
61376,7885
61377,976
61378,9943
61379,1645
61380,8362
61381,2091
61382,4902
61383,7051
61384,8976
61385,2790
61386,9605
61387,558
61388,4514
61389,8559
61390,6873
61391,6678
61392,6967
61393,1060
61394,449
61395,1178
61396,2654
61397,1381
61398,9825
61399,1315
61400,8550
61401,8264
61402,4164
61403,9816
61404,5468
61405,5032
61406,4995
61407,9394
61408,219
61409,8026
61410,6162
61411,1871
61412,8244
61413,2655
61414,890
61415,3525
61416,1510
61417,8342
61418,2077
61419,1171
61420,4244
61421,7203
61422,9762
61423,1012
61424,693
61425,3134
61426,5637
61427,2268
61428,4840
61429,8620
61430,4610
61431,6499
61432,3779
61433,2288
61434,1529
61435,5974
61436,5956
61437,4670
61438,3968
61439,9659
61440,8702
61441,9420
61442,9512
61443,5809
61444,121
61445,876
61446,7960
61447,524
61448,9458
61449,5938
61450,2481
61451,733
61452,7163
61453,8884
61454,9705
61455,2679
61456,9348
61457,4797
61458,2899
61459,6856
61460,2109
61461,4571
61462,849
61463,6973
61464,7673
61465,8705
61466,965
61467,4952
61468,638
61469,1035
61470,3590
61471,4359
61472,1197
61473,8105
61474,9157
61475,5247
61476,9861
61477,9698
61478,6822
61479,9295
61480,9817
61481,2718
61482,4652
61483,8671
61484,694
61485,9995
61486,7760
61487,3486
61488,9209
61489,4897
61490,6113
61491,647
61492,3181
61493,4754
61494,1782
61495,8517
61496,6653
61497,551
61498,6018
61499,3064
61500,6416
61501,2725
61502,7562
61503,2224
61504,7803
61505,3930
61506,5060
61507,4364
61508,3410
61509,6421
61510,8604
61511,7251
61512,7463
61513,6220
61514,8463
61515,9635
61516,5450
61517,1492
61518,3028
61519,6012
61520,5529
61521,5701
61522,5202
61523,173
61524,2553
61525,3787
61526,6612
61527,3696
61528,1551
61529,6203
61530,6031
61531,1623
61532,4649
61533,2778
61534,1395
61535,7780
61536,1606
61537,2300
61538,9145
61539,4779
61540,7058
61541,9065
61542,5314
61543,3965
61544,4944
61545,5844
61546,2699
61547,9776
61548,8298
61549,5517
61550,5213
61551,4432
61552,7402
61553,158
61554,3191
61555,6424
61556,4069
61557,6588
61558,8888
61559,6822
61560,561
61561,1102
61562,1416
61563,8218
61564,76
61565,9520
61566,5840
61567,1607
61568,3544
61569,262
61570,1938
61571,3776
61572,9816
61573,1284
61574,7304
61575,5820
61576,244
61577,7323
61578,2949
61579,162
61580,3204
61581,2760
61582,372
61583,9699
61584,6845
61585,6222
61586,1664
61587,1418
61588,2698
61589,3192
61590,6929
61591,2435
61592,7897
61593,3678
61594,7161
61595,9273
61596,5797
61597,1720
61598,7263
61599,9846
61600,8214
61601,6049
61602,2296
61603,294
61604,6305
61605,8209
61606,513
61607,3457
61608,4871
61609,1462
61610,8439
61611,1280
61612,2172
61613,6185
61614,3489
61615,4148
61616,7908
61617,8171
61618,9075
61619,6212
61620,1400
61621,7008
61622,3118
61623,3714
61624,7729
61625,2231
61626,6894
61627,8189
61628,8017
61629,7604
61630,3955
61631,8663
61632,8387
61633,9774
61634,8831
61635,6894
61636,171
61637,188
61638,1120
61639,527
61640,1787
61641,7130
61642,4242
61643,8214
61644,3941
61645,3627
61646,1550
61647,7357
61648,7580
61649,651
61650,7691
61651,2541
61652,8247
61653,3044
61654,8959
61655,9003
61656,835
61657,303
61658,1303
61659,9205
61660,6666
61661,928
61662,1426
61663,3142
61664,4198
61665,4880
61666,4462
61667,2727
61668,4414
61669,5684
61670,543
61671,6702
61672,2172
61673,6903
61674,7935
61675,1145
61676,5070
61677,6646
61678,6232
61679,6808
61680,2689
61681,9437
61682,8083
61683,6479
61684,8148
61685,7431
61686,3440
61687,7892
61688,9745
61689,5623
61690,3862
61691,4481
61692,5645
61693,5558
61694,5875
61695,2540
61696,421
61697,3462
61698,8220
61699,5499
61700,4623
61701,1368
61702,6897
61703,258
61704,2912
61705,951
61706,8837
61707,9420
61708,7819
61709,289
61710,6056
61711,8792
61712,6507
61713,7283
61714,1518
61715,327
61716,9123
61717,1359
61718,6540
61719,8831
61720,7592
61721,5945
61722,1148
61723,2394
61724,6992
61725,4642
61726,7070
61727,113
61728,7704
61729,1299
61730,9360
61731,413
61732,871
61733,7599
61734,7104
61735,7138
61736,3023
61737,1042
61738,969
61739,7230
61740,5855
61741,4896
61742,755
61743,9025
61744,7770
61745,2789
61746,4421
61747,4754
61748,6972
61749,4704
61750,7385
61751,3464
61752,4903
61753,5841
61754,8066
61755,7766
61756,5757
61757,6444
61758,7726
61759,4719
61760,2328
61761,8695
61762,5443
61763,26
61764,4745
61765,3689
61766,6016
61767,7601
61768,6043
61769,5163
61770,4863
61771,4465
61772,9946
61773,1898
61774,1287
61775,3918
61776,7936
61777,604
61778,761
61779,4044
61780,8854
61781,3793
61782,5654
61783,7844
61784,1586
61785,1707
61786,3233
61787,7415
61788,2039
61789,1402
61790,6241
61791,4944
61792,7672
61793,8623
61794,6039
61795,7923
61796,2996
61797,3662
61798,5151
61799,9557
61800,5639
61801,1017
61802,6690
61803,1026
61804,6814
61805,3057
61806,5585
61807,9529
61808,5404
61809,1668
61810,3438
61811,993
61812,1409
61813,5174
61814,7318
61815,9969
61816,2626
61817,3436
61818,4270
61819,5969
61820,2604
61821,3723
61822,6837
61823,8039
61824,5927
61825,3967
61826,3898
61827,2559
61828,5282
61829,2617
61830,2003
61831,672
61832,8273
61833,8956
61834,2429
61835,3259
61836,9926
61837,2532
61838,8974
61839,8734
61840,8249
61841,9157
61842,8133
61843,8992
61844,2518
61845,4241
61846,8945
61847,2670
61848,8506
61849,7357
61850,4510
61851,2714
61852,1586
61853,844
61854,7845
61855,6096
61856,3772
61857,9819
61858,611
61859,4392
61860,134
61861,7373
61862,16
61863,5676
61864,1380
61865,3247
61866,6337
61867,5184
61868,3239
61869,171
61870,8703
61871,2456
61872,1489
61873,5597
61874,9968
61875,7319
61876,1932
61877,5713
61878,926
61879,7017
61880,8265
61881,6054
61882,5968
61883,2665
61884,3115
61885,9340
61886,9688
61887,825
61888,3850
61889,9297
61890,71
61891,829
61892,8963
61893,8147
61894,6263
61895,9284
61896,5830
61897,8811
61898,9622
61899,839
61900,6715
61901,4200
61902,8838
61903,4687
61904,7147
61905,1738
61906,7118
61907,8106
61908,3376
61909,8568
61910,9023
61911,8695
61912,5853
61913,3302
61914,4631
61915,879
61916,2495
61917,4713
61918,5790
61919,5356
61920,4032
61921,5749
61922,78
61923,9710
61924,6249
61925,9790
61926,6516
61927,7982
61928,9788
61929,6550
61930,8091
61931,2175
61932,3316
61933,4632
61934,9930
61935,509
61936,699
61937,9784
61938,3555
61939,1369
61940,5748
61941,502
61942,4104
61943,6549
61944,4817
61945,6886
61946,3194
61947,9403
61948,2309
61949,6612
61950,7763
61951,514
61952,979
61953,8042
61954,6382
61955,738
61956,552
61957,5038
61958,5347
61959,460
61960,4910
61961,3854
61962,1517
61963,4560
61964,5170
61965,256
61966,2275
61967,5280
61968,2014
61969,9648
61970,9496
61971,1295
61972,2707
61973,6541
61974,5760
61975,9047
61976,4387
61977,7826
61978,1414
61979,6601
61980,8508
61981,7927
61982,750
61983,2002
61984,9906
61985,4325
61986,3534
61987,129
61988,2601
61989,7077
61990,2710
61991,6881
61992,7750
61993,8457
61994,5686
61995,436
61996,5213
61997,4772
61998,6534
61999,2748
62000,3061
62001,4426
62002,4958
62003,9651
62004,4277
62005,6431
62006,1819
62007,7033
62008,1040
62009,2789
62010,364
62011,3750
62012,2913
62013,3963
62014,5411
62015,1846
62016,861
62017,382
62018,9705
62019,5188
62020,9239
62021,6239
62022,3104
62023,9869
62024,9793
62025,6403
62026,2072
62027,4150
62028,4920
62029,2816
62030,3431
62031,7515
62032,3167
62033,6442
62034,4860
62035,1069
62036,6904
62037,818
62038,9648
62039,1375
62040,2683
62041,6587
62042,5493
62043,6411
62044,8328
62045,3771
62046,4846
62047,6797
62048,9914
62049,8870
62050,7090
62051,7174
62052,2960
62053,7913
62054,8414
62055,7125
62056,292
62057,7403
62058,5055
62059,6931
62060,3170
62061,4960
62062,5774
62063,1577
62064,5954
62065,9415
62066,4340
62067,7066
62068,70
62069,4880
62070,5099
62071,3706
62072,5630
62073,4375
62074,6863
62075,5785
62076,3316
62077,8599
62078,5579
62079,7750
62080,9069
62081,7409
62082,3610
62083,3344
62084,401
62085,4281
62086,2552
